"","Entry","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","gene_locus","gene_name","SubtiCats","subti_func","UniKey"
"842","P45706","P45706","reviewed","Cytochrome c-type biogenesis protein CcdA","ccdA BSU17930",3,"Cell membrane;Cytochrome c-type biogenesis;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969507; 9068642; 9384377; 10781554; 11844773","","bsu:BSU17930;","COG0785;","NP_389676.1;WP_003231585.1;","","","9803065at2;","PF02683;","IPR003834;IPR051790;","BSUB:BSU17930-MONOMER;MetaCyc:BSU17930-MONOMER;","",NA,NA,NA,NA,"sporulation"
"843","P45707","P45707","reviewed","Sporulation inhibitor of replication protein SirA","sirA orf148 pcfA yneE yoxF BSU17900",4,"3D-structure;Cytoplasm;DNA replication inhibitor;Reference proteome;Sporulation","9068642; 8969507; 9384377; 19329632; 19682252; 21239581; 36416272; 25041308","","bsu:BSU17900;","ENOG5033MW4;","NP_389673.1;WP_003231591.1;","","","2736584at2;","PF10747;","IPR019683;IPR038449;","BSUB:BSU17900-MONOMER;","",NA,NA,NA,NA,"sporulation"
"844","P45742","P45742","reviewed","Stress response UPF0229 protein YhbH","yhbH yzdC BSU08980",2,"Reference proteome;Stress response","9384377; 11988534","","bsu:BSU08980;","COG2718;","NP_388779.1;WP_003233432.1;","","","9788289at2;","PF04285;","IPR014230;IPR006698;","BSUB:BSU08980-MONOMER;","","BSU_08980","yhbH","399","sporulation","NA"
"845","P45855","P45855","reviewed","Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)","mmgA yqiL BSU24170",3,"3D-structure;Acyltransferase;Cytoplasm;Reference proteome;Sporulation;Transferase","8759838; 8969508; 9384377","","bsu:BSU24170;","COG0183;","NP_390297.1;WP_003230291.1;","","","9764892at2;","PF02803;PF00108;","IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;","BSUB:BSU24170-MONOMER;","","BSU_24170","mmgA","270, 399","sporulation","sporulation"
"846","P45856","P45856","reviewed","Probable 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)","mmgB yqiM BSU24160",3,"Fatty acid metabolism;Lipid metabolism;NADP;Oxidoreductase;Reference proteome;Sporulation","8759838; 8969508; 9384377; 19383706","","bsu:BSU24160;","COG1250;","NP_390296.2;WP_003230294.1;","","","9771883at2;","PF00725;PF02737;","IPR022694;IPR006180;IPR006176;IPR006108;IPR008927;IPR013328;IPR036291;","BSUB:BSU24160-MONOMER;","UPA00863;","BSU_24160","mmgB","270, 399","sporulation","sporulation"
"847","P45857","P45857","reviewed","Acyl-CoA dehydrogenase (EC 1.3.99.-)","mmgC yqiN BSU24150",2,"3D-structure;FAD;Flavoprotein;Oxidoreductase;Reference proteome;Sporulation","8759838; 8969508; 9384377; 19383706","","bsu:BSU24150;","COG1960;","NP_390295.2;WP_003245999.1;WP_009967692.1;","","","9802447at2;","PF00441;PF02770;PF02771;","IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;","BSUB:BSU24150-MONOMER;","","BSU_24150","mmgC","270, 399","sporulation","sporulation"
"848","P45858","P45858","reviewed","Citrate/2-methylcitrate synthase (EC 2.3.3.-) (EC 2.3.3.16) (2-methylcitrate synthase) (2-MCS) (MCS) (Citrate synthase)","mmgD yqiO BSU24140",4,"Reference proteome;Sporulation;Transferase;Tricarboxylic acid cycle","8759838; 8969508; 9384377; 28956599","","bsu:BSU24140;","COG0372;","NP_390294.1;WP_003230298.1;","","2.3.3.16;2.3.3.5;","9800864at2;","PF00285;","IPR016142;IPR016143;IPR002020;IPR019810;IPR024176;IPR036969;","BSUB:BSU24140-MONOMER;","UPA00223;","BSU_24140","mmgD","270, 399","sporulation","sporulation"
"849","P45859","P45859","reviewed","Citrate/2-methylcitrate dehydratase (EC 4.2.1.-)","mmgE prpD yqiP BSU24130",3,"3D-structure;Lyase;Reference proteome;Sporulation;Tricarboxylic acid cycle","8969508; 9384377; 19383706; 8759838; 28956599","","bsu:BSU24130;","COG2079;","NP_390293.2;WP_004398686.1;","","4.2.1.79;","9797528at2;","PF19305;PF03972;","IPR012705;IPR036148;IPR042183;IPR042188;IPR005656;IPR045337;IPR045336;","BSUB:BSU24130-MONOMER;","","BSU_24130","mmgE","270, 399","sporulation","sporulation"
"850","P45864","P45864","reviewed","UV DNA damage endonuclease (UV-endonuclease) (UVED) (EC 3.-.-.-)","uvsE ywjD BSU37200",2,"DNA damage;DNA excision;DNA repair;Endonuclease;Hydrolase;Nuclease;Reference proteome","9353933; 9384377; 8614629","","bsu:BSU37200;","COG4294;","NP_391601.1;WP_003227599.1;","","","9782576at2;","PF03851;","IPR004601;IPR023520;IPR036237;","BSUB:BSU37200-MONOMER;","","BSU_37200","ywjD","97, 329, 399","sporulation","NA"
"851","P45865","P45865","reviewed","Minor cardiolipin synthase ClsB","clsB ywjE BSU37190",3,"Cell membrane;Membrane;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix","9353933; 9384377; 14973018","","bsu:BSU37190;","COG1502;","NP_391600.1;","","","9762009at2;","PF13091;","IPR022924;IPR025202;IPR001736;","BSUB:BSU37190-MONOMER;","","BSU_37190","ywjE","55, 281, 399","sporulation","NA"
"852","P45870","P45870","reviewed","Chromosome-anchoring protein RacA","racA ywkC BSU37030",3,"3D-structure;Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation","9353933; 9384377; 12493822; 12950914; 15780934","","bsu:BSU37030;","COG0789;","NP_391584.1;WP_003227642.1;","","","2991292at2;","PF13411;","IPR023522;IPR009061;IPR000551;","BSUB:BSU37030-MONOMER;","",NA,NA,NA,NA,"sporulation"
"853","P45874","P45874","reviewed","Uncharacterized protein YwkF","ywkF BSU36990",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9353933; 9384377","","bsu:BSU36990;","","NP_391580.1;WP_003244050.1;","","","2883105at2;","PF17247;","IPR035167;","BSUB:BSU36990-MONOMER;","","BSU_36990","ywkF","55, 400","sporulation","NA"
"854","P45911","P45911","reviewed","Uncharacterized protein YqaN","yqaN BSU26250",2,"Reference proteome","7704261; 8969508; 9384377; 7489895","","bsu:BSU26250;","COG4570;","NP_390502.1;WP_009967809.1;","","","5114842at2;","PF05866;","IPR008822;IPR036614;","BSUB:BSU26250-MONOMER;","","BSU_26250","yqaN","158, 400","sporulation","NA"
"855","P45912","P45912","reviewed","Uncharacterized protein YqaO","yqaO BSU26240",1,"Reference proteome","7704261; 8969508; 9384377; 7489895","","bsu:BSU26240;","ENOG50320A3;","NP_390501.1;WP_003229912.1;","","","2910404at2;","PF17356;","IPR035530;","BSUB:BSU26240-MONOMER;","","BSU_26240","yqaO","158, 400","sporulation","NA"
"856","P45943","P45943","reviewed","Response regulator aspartate phosphatase E (EC 3.1.3.-)","rapE yqcH BSU25830",3,"Coiled coil;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","7704261; 8969508; 9384377; 19383706; 7489895; 10629174","","bsu:BSU25830;","COG0457;","NP_390460.2;WP_004398842.1;","","","2957368at2;","PF18801;PF13424;","IPR051476;IPR011990;IPR019734;","BSUB:BSU25830-MONOMER;","","BSU_25830","rapE","121, 158, 357, 384, 405, 433","sporulation","sporulation"
"857","P45944","P45944","reviewed","Uncharacterized protein YqcI","yqcI BSU25820",1,"Reference proteome","7704261; 8969508; 9384377; 19383706; 7489895","","bsu:BSU25820;","COG3403;","NP_390459.2;WP_004398670.1;","","","112290at2;","PF08892;","IPR014988;","BSUB:BSU25820-MONOMER;","","BSU_25820","yqcI","158, 400","sporulation","NA"
"858","P45945","P45945","reviewed","Probable trivalent organoarsenical cleaving enzyme (EC 1.13.11.-) (C-As lyase) (Methylarsonous acid demethylase) (MAs(III) demethylase)","yqcK BSU25800",3,"Detoxification;Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome","7704261; 8969508; 9384377; 19383706; 7489895","","bsu:BSU25800;","COG0346;","NP_390457.2;WP_003229954.1;","","","9789608at2;","PF00903;","IPR052393;IPR029068;IPR004360;IPR037523;IPR049789;","BSUB:BSU25800-MONOMER;","","BSU_25800","yqcK","140, 158, 399","sporulation","NA"
"859","P46914","P46914","reviewed","Spore coat protein S (Coat protein 40 kDa component 2) (COT40-2)","cotS BSU30900",2,"Direct protein sequencing;Reference proteome;Sporulation","7545510; 9387221; 9384377; 8289687; 12562816","","bsu:BSU30900;","COG2334;","NP_390968.1;WP_003229031.1;","","","9771902at2;","","IPR047175;IPR011009;IPR014255;","BSUB:BSU30900-MONOMER;","","BSU_30900","cotS","444","sporulation","sporulation"
"860","P46915","P46915","reviewed","Spore coat protein SA (EC 2.4.-.-)","cotSA ytbA ytxN BSU30910",2,"Glycosyltransferase;Reference proteome;Sporulation;Transferase","7545510; 9387221; 9384377; 10234840","","bsu:BSU30910;","COG0438;","NP_390969.1;WP_003229028.1;","GT4;","","139410at2;","PF13439;PF00534;","IPR001296;IPR028098;","BSUB:BSU30910-MONOMER;","","BSU_30910","cotSA","446","sporulation","sporulation"
"861","P46916","P46916","reviewed","Uncharacterized protein YtxO (ORFY)","ytxO ytbB BSU30890",1,"Reference proteome","9387221; 9384377; 7545510","","bsu:BSU30890;","","WP_004399071.1;","","","2990278at2;","","","BSUB:BSU30890-MONOMER;","","BSU_30890","ytxO","444","sporulation","NA"
"862","P49600","P49600","reviewed","Stage II sporulation protein E (EC 3.1.3.16)","spoIIE",2,"Cell membrane;Hydrolase;Membrane;Protein phosphatase;Sporulation;Transmembrane;Transmembrane helix","8830262","","","","","","","","PF07228;PF19732;","IPR052016;IPR036457;IPR001932;IPR014221;IPR045768;","","",NA,NA,NA,NA,"sporulation"
"863","P49779","P49779","reviewed","Uncharacterized protein YqhV","yqhV yqgE BSU24440",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8969508; 9384377; 1766372","","bsu:BSU24440;","ENOG5032Z8B;","NP_390324.1;WP_004398639.1;","","","1726013at2;","PF10942;","IPR020390;","BSUB:BSU24440-MONOMER;","","BSU_24440","yqhV","55, 400","sporulation","NA"
"864","P49780","P49780","reviewed","Stage III sporulation protein AC","spoIIIAC BSU24410",1,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377","","bsu:BSU24410;","ENOG5032ZY3;","NP_390321.1;WP_003153142.1;","","","9800383at2;","PF06686;","IPR009570;IPR025664;","BSUB:BSU24410-MONOMER;","","BSU_24410","spoIIIAC","55, 111, 399","sporulation","sporulation"
"865","P49781","P49781","reviewed","Stage III sporulation protein AD","spoIIIAD BSU24400",1,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377","","bsu:BSU24400;","ENOG5032SJW;","NP_390320.1;WP_003230228.1;","","","1682150at2;","PF06686;","IPR025664;IPR014211;","BSUB:BSU24400-MONOMER;","","BSU_24400","spoIIIAD","55, 111, 399","sporulation","sporulation"
"866","P49782","P49782","reviewed","Stage III sporulation protein AE","spoIIIAE BSU24390",4,"Cell membrane;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377; 19383706; 18820020","","bsu:BSU24390;","ENOG502Z7PW;","NP_390319.2;WP_003230230.1;","","","2373222at2;","PF09546;","IPR014194;","BSUB:BSU24390-MONOMER;","","BSU_24390","spoIIIAE","55, 111, 399","sporulation","sporulation"
"867","P49783","P49783","reviewed","Stage III sporulation protein AF","spoIIIAF BSU24380",1,"3D-structure;Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377","","bsu:BSU24380;","ENOG503322G;","NP_390318.1;WP_003230233.1;","","","2375554at2;","PF09581;","IPR014245;","BSUB:BSU24380-MONOMER;","","BSU_24380","spoIIIAF","55, 111, 399","sporulation","sporulation"
"868","P49784","P49784","reviewed","Stage III sporulation protein AG","spoIIIAG BSU24370",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377; 19383706","","bsu:BSU24370;","ENOG50330Z5;","NP_390317.2;WP_003230248.1;","","","2381602at2;","","IPR014195;","BSUB:BSU24370-MONOMER;","","BSU_24370","spoIIIAG","55, 111, 399","sporulation","sporulation"
"869","P49785","P49785","reviewed","Stage III sporulation protein AH","spoIIIAH BSU24360",3,"3D-structure;Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8969508; 9384377; 19383706; 15574594; 15752199; 16164552; 16959571; 17824930; 18077456; 18485064; 18812514","","bsu:BSU24360;","ENOG5030IKQ;","NP_390316.2;WP_003230250.1;","","","2939102at2;","PF12685;","IPR024232;IPR038503;","BSUB:BSU24360-MONOMER;","","BSU_24360","spoIIIAH","55, 111, 399","sporulation","sporulation"
"870","P49853","P49853","reviewed","UPF0702 transmembrane protein YkjA (ORF3)","ykjA BSU13060",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8682784; 9384377; 12060778","","bsu:BSU13060;","COG2323;","NP_389189.1;WP_003244848.1;","","","9778331at2;","PF04239;PF20730;","IPR007353;IPR023090;IPR048454;","BSUB:BSU13060-MONOMER;","","BSU_13060","ykjA","55, 400","sporulation","NA"
"871","P49939","P49939","reviewed","Spore germination protein KA","gerKA BSU03700",2,"Cell membrane;Germination;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8969502; 9384377","","bsu:BSU03700;","COG0697;","NP_388252.1;WP_003246515.1;","","","9772630at2;","PF03323;","IPR004995;IPR050768;","BSUB:BSU03700-MONOMER;","","BSU_03700","gerKA","55, 407","germination","germination"
"872","P49940","P49940","reviewed","Spore germination protein KB","gerKB BSU03720",2,"Cell membrane;Germination;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","8969502; 9384377","","bsu:BSU03720;","COG1457;","NP_388254.1;WP_003234509.1;","","","1891864at2;","PF03845;","IPR004761;","BSUB:BSU03720-MONOMER;","","BSU_03720","gerKB","55, 407, 427","germination","germination"
"873","P49941","P49941","reviewed","Spore germination protein KC","gerKC BSU03710",2,"Cell membrane;Germination;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal","8969502; 9384377","","bsu:BSU03710;","ENOG502Z9N7;","NP_388253.1;WP_003246578.1;","","","9816067at2;","PF05504;PF25198;","IPR008844;IPR046953;IPR038501;","BSUB:BSU03710-MONOMER;","","BSU_03710","gerKC","55, 407","germination","germination"
"874","P50734","P50734","reviewed","Adapter protein MecA 2","mecB ypbH BSU22970",2,"3D-structure;Competence;Reference proteome;Sporulation","8760912; 9384377; 11914365","","bsu:BSU22970;","COG4862;","NP_390178.1;WP_003230533.1;","","","2085234at2;","PF05389;","IPR038471;IPR008681;","BSUB:BSU22970-MONOMER;","",NA,NA,NA,NA,"sporulation"
"875","P50739","P50739","reviewed","Spore cortex-lytic enzyme (SCLE)","sleB ypeA BSU22930",3,"Cell wall biogenesis/degradation;Germination;Hydrolase;Reference proteome;Signal;Sporulation","8830707; 8760912; 9384377; 10197998; 10658652","","bsu:BSU22930;","COG3409;COG3773;","NP_390174.1;WP_004398523.1;","","","9785345at2;","PF07486;PF01471;","IPR011105;IPR002477;IPR036365;IPR036366;IPR042047;IPR014224;","BSUB:BSU22930-MONOMER;","","BSU_22930","sleB","8, 55, 408","germination","sporulation_germination"
"876","P50741","P50741","reviewed","Uncharacterized protein YphA","yphA BSU22860",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8760912; 9384377","","bsu:BSU22860;","ENOG5032TN5;","NP_390167.1;WP_003230560.1;","","","2965169at2;","PF24124;","IPR014617;","BSUB:BSU22860-MONOMER;","","BSU_22860","yphA","55, 399","sporulation","NA"
"877","P50742","P50742","reviewed","Uncharacterized protein YphB","yphB BSU22850",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8760912; 9384377","","bsu:BSU22850;","ENOG502Z8EA;","NP_390166.1;WP_003230562.1;","","","1846546at2;","PF14045;","IPR025918;","BSUB:BSU22850-MONOMER;","","BSU_22850","seaA","399","sporulation","NA"
"878","P50832","P50832","reviewed","Uncharacterized protein YppD","yppD BSU22280",1,"Reference proteome","8760912; 9384377","","bsu:BSU22280;","","NP_390110.1;WP_004398488.1;","","","2900823at2;","PF17522;","IPR020252;","BSUB:BSU22280-MONOMER;","","BSU_22280","yppD","400","sporulation","NA"
"879","P50835","P50835","reviewed","Uncharacterized protein YppG","yppG BSU22250",1,"Reference proteome","8760912; 9384377","","bsu:BSU22250;","ENOG50309P6;","NP_390107.1;WP_004398696.1;","","","2456726at2;","PF14179;","IPR025555;","BSUB:BSU22250-MONOMER;","","BSU_22250","yppG","444","sporulation","NA"
"880","P50836","P50836","reviewed","Uncharacterized protein YpqA","ypqA BSU22240",1,"Reference proteome;Signal","8760912; 9384377","","bsu:BSU22240;","COG0071;","NP_390106.1;WP_004398640.1;","","","2861611at2;","","IPR002068;IPR008978;","BSUB:BSU22240-MONOMER;","","BSU_22240","ypqA","399","sporulation","NA"
"881","P50841","P50841","reviewed","Uncharacterized protein YptA","yptA BSU22160",1,"Reference proteome;Signal","8760912; 9384377","","bsu:BSU22160;","","NP_390098.1;WP_003246090.1;","","","2900558at2;","","","BSUB:BSU22160-MONOMER;","","BSU_22160","yptA","400","sporulation","NA"
"882","P50850","P50850","reviewed","Uncharacterized protein YlxY","ylxY ymxI BSU16700",2,"Hydrolase;Reference proteome;Signal","9384377; 8825779","","bsu:BSU16700;","COG0726;","NP_389552.1;WP_003244721.1;","","","9812065at2;","PF01522;","IPR011330;IPR002509;IPR050248;IPR014228;IPR010916;","BSUB:BSU16700-MONOMER;","","BSU_16700","swsB","408, 449","germination","NA"
"883","P50862","P50862","reviewed","Uncharacterized protein YbaK","ybaK ybxH BSU01520",1,"Reference proteome","7559346; 8969501; 9384377","","bsu:BSU01520;","ENOG5032QTK;","NP_388033.1;WP_003235118.1;","","","2915109at2;","PF10730;","IPR019667;","BSUB:BSU01520-MONOMER;","","BSU_01520","ybaK","399","sporulation","NA"
"884","P50864","P50864","reviewed","Germination-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","cwlD BSU01530",3,"Cell wall biogenesis/degradation;Hydrolase;Reference proteome;Secreted;Signal","7559346; 8969501; 9384377; 14679227","","bsu:BSU01530;","COG0860;","NP_388034.1;WP_004399672.1;","","","9806267at2;","PF01520;","IPR002508;IPR050695;IPR014234;","BSUB:BSU01530-MONOMER;MetaCyc:BSU01530-MONOMER;","","BSU_01530","cwlD","18, 399","sporulation","NA"
"885","P50865","P50865","reviewed","Probable polysaccharide deacetylase PdaB (EC 3.-.-.-)","pdaB ybaN ybxG BSU01570",3,"Hydrolase;Reference proteome;Signal;Sporulation","8969501; 9384377; 8576055; 15598884","","bsu:BSU01570;","COG0726;","NP_388038.1;WP_003235130.1;","","","9806342at2;","PF01522;","IPR011330;IPR002509;IPR014132;IPR050248;","BSUB:BSU01570-MONOMER;","","BSU_01570","pdaB","399","sporulation","sporulation"
"886","P51835","P51835","reviewed","Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)","ftsY srb BSU15950",3,"Cell membrane;Cytoplasm;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Receptor;Reference proteome","7584053; 9384377; 8654983; 15995216","","bsu:BSU15950;","COG0552;","NP_389477.1;WP_003232026.1;","","","9804720at2;","PF00448;PF02881;","IPR003593;IPR027417;IPR013822;IPR004390;IPR036225;IPR000897;IPR042101;","BSUB:BSU15950-MONOMER;","","BSU_15950","ftsY","49, 55, 111, 399","sporulation","NA"
"887","P52928","P52928","reviewed","Stage 0 sporulation protein A","spo0A BA_4394 GBAA_4394 BAS4076",3,"Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system","12721629; 18952800; 7885226","","ban:BA_4394;bar:GBAA_4394;bat:BAS4076;","COG0745;","NP_846624.1;WP_003161566.1;","","","9793299at2;","PF00072;PF08769;","IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;","","",NA,NA,NA,NA,"sporulation"
"888","P52929","P52929","reviewed","Stage 0 sporulation protein A","spo0A",3,"Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system","7885226","","","","","","","","PF00072;PF08769;","IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;","","",NA,NA,NA,NA,"sporulation"
"889","P52930","P52930","reviewed","Stage 0 sporulation protein A","spo0A",2,"Activator;Calcium;Cytoplasm;DNA-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system","7885226","","","COG0745;","","","","","PF00072;PF08769;","IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR036388;","","",NA,NA,NA,NA,"sporulation"
